text,emotion,label
Sources: US officials warned DNC of hack months before the party acted,fear,REAL
HHS to Congress on ObamaCare court ruling: It’s your problem,neutral,REAL
Renowned Harvard Psychologist Says ADHD is Largely a Fraud,fear,FAKE
"We Came, We Saw, He Died: How Gaddafi Was Hunted And Ruthlessly Killed",fear,FAKE
After Obamacare: The next Democratic health agenda,neutral,REAL
House Democrat Introduces ISIS War Authorization Bill,neutral,REAL
Defiant Charlie Hebdo to print 3M copies of latest edition with Muhammad on cover,anger,REAL
Can the Democratic party find unified path to the general election?,neutral,REAL
How Trump and Sanders Broadened Their Bases in New Hampshire,neutral,REAL
Is The Republican Party On The Verge Of A Historic Crackup?,neutral,REAL
"Our bad-tempered behaviour is not a cry for help, say old men",neutral,FAKE
How to Support Standing Rock and Confront What It Means to Live on Stolen Land,fear,FAKE
Lynch vote deal reached on human trafficking bill,neutral,REAL
Rogue Journalist Has 'October Gift' for Hillary Campaign We're All Sure She Just 'Can't Wait' to Open,neutral,FAKE
White House: 'Higher profile' person should have gone to Paris,neutral,REAL
House votes to roll back Obama's immigration actions,neutral,REAL
IRANIAN MISSILE ACCIDENTALLY DESTROYS IRANIAN SHIP AIMED FOR SYRIA!,anger,FAKE
Tom deLonge: Changing the cynical views of youth towards government,anger,FAKE
"Nevada politics expert: ""Trump is dead"" in the state",neutral,REAL
3 explanations for why Donald Trump is suddenly doing better in the polls,surprise,REAL
Earth To Ammosexuals: NRA Admits No One Is Coming For Your Guns! (VIDEO),neutral,FAKE
Economic upgrade: Russia receives multiple endorsements for rapidly improving business conditions,joy,FAKE
Football Follies 2016: NCAA Week 9,neutral,FAKE
"They Said What?!: Find Out What Paul Krugman, Aretha Franklin, And Willie Nelson Have To Say",surprise,FAKE
Joe Biden praises Iraqi military,joy,REAL
Automation: Robots from Korea to America Are Replacing Workers,neutral,FAKE
"Clinton And The DNC: A Crisis Not Merely Survived, But Transcended",fear,REAL
Pardon Power: The Obamamometer’s Options,neutral,FAKE
Ahead Of Tomorrow’s Fed Meeting There Are Some Very Strange Things Happening,surprise,FAKE
This Is What Happens When You Elect Climate Change Deniers,neutral,REAL
GOP has a day of reckoning coming,neutral,FAKE
Legendary US Gymnastics Coach Bela Karolyi May Have Known for YEARS That Team's Doctor Sexually Abused Girls,disgust,FAKE
Cruz 'thrilled' despite drop in Iowa Poll,anger,REAL
"Social Media Blackout? FBI Emails Are Not ‘Trending’ On Twitter, Facebook, Buzzfeed, Or Snapchat",neutral,FAKE
‘I Don’t Rent To N s’: Smoking Gun Proves Trump Family Racism (VIDEO) | Addicting Info | The Knowledge You Crave,neutral,FAKE
Russia Begins Airstrikes In Syria After Assad's Request,fear,REAL
November supermoon biggest in nearly 70 years,surprise,FAKE
"Ex-Defense Chief Gates: Trump 'Beyond Repair' on Foreign Policy, But Hillary Needs Work",neutral,REAL
PA Kids’ Drawings: Israel Drinks Blood of Palestinians,disgust,FAKE
Gov. Kasich enters GOP White House race touting 'skills and experience',neutral,REAL
Bernie Sanders vs. the Lamestream Media,neutral,REAL
Common Core standardized tests begin Tuesday,neutral,REAL
21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,neutral,FAKE
"Tomgram: Nomi Prins, Too Big to Fail, Hillary-Style",neutral,FAKE
"HUFFPOLLSTER: Trump And Clinton Lead, But Iowa Polling Remains Volatile With A Week To Go",neutral,REAL
Wikileaks,neutral,FAKE
GOP contenders nearly silent on Colorado Springs shooting,sadness,REAL
Study: women had to drive 4 times farther after Texas laws closed abortion clinics,sadness,REAL
Another Saudi War Crime in Yemen as 43 Prisoners Dead in Airstrike,disgust,FAKE
Rescue Brings A Bit Of Good News To Nepal's Capital After Earthquake,fear,REAL
Long-term Effects of the Presidential Election,neutral,FAKE
How Ryan decided to ditch Trump,neutral,REAL
Trump Rally On Hollywood Boulevard 10/29/16,neutral,FAKE
"If you really want to save energy at home, forget about your light switches",neutral,REAL
MEDIA SHAME - These 65 Journalists are Now Presstitutes. Their Madam is Hillary Clinton.,disgust,FAKE
Biden takes his pre-campaign to Clinton’s turf,neutral,REAL
Police Depts. Paid AT&T Millions To Scrutinize Our Texts & Chats: EFF,anger,FAKE
Can Israelis And Palestinians Change Their Minds?,neutral,REAL
NASA Admits: Someone Took Control Over Space Probe Voyager 2 And Sent Data In An Unknown Language,neutral,FAKE
Liberty or State Control? You Decide,neutral,FAKE
Illinois Senator Draws Fire for Racially Charged Attack on Opponent’s Family,anger,FAKE
"Jeb Bush to lay out foreign policy: Will he be dad, brother – or himself? (+video)",neutral,REAL
Egypt says it hit ISIS targets in Libya after killings,anger,REAL
Possible suicide vest found in Paris suburb,fear,REAL
PressTV-NATO pushes military buildup plans near Russia,neutral,FAKE
Trump spurns a powerful player in GOP politics in falling-out with Fox,disgust,REAL
Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Islamic Terrorist Organization,fear,FAKE
US Military Notifies Russia Of “Sustained Alert Status” Due To “Presidential Election Threat”,fear,FAKE
"India is building millions of toilets, but that’s the easy part",neutral,REAL
Donald Trump doesn’t want to make America great. He wants to make it afraid.,fear,REAL
Prowling Amur tiger nabbed near Vladivostok,anger,FAKE
Clinton clearing primary field for potential 2016 run could leave her vulnerable,fear,REAL
Wendy Kennedy on being a channel for The 9th Dimensional Pleiadian Collective [VIDEO],neutral,FAKE
The power of Trump’s call to free America from political correctness (+video),neutral,REAL
Putin blasts Clinton & Tells U.S. Govt to STOP Criticizing Russia,anger,FAKE
Charity Paid For Chelsea’s Wedding! Clinton Foundation Fraud [Video],anger,FAKE
Is Trump winning? The future of America depends on a few states,neutral,FAKE
Migrant Thug Beats 87-Year-Old To Bloody Pulp For Making 1 Simple Request,disgust,FAKE
Why Hillary Clinton's gun control proposal is all wrong,anger,REAL
Netanyahu enters never-never land,neutral,REAL
The Dark Art of Political Intimidation,fear,FAKE
Republican debate: Six things to watch,neutral,REAL
The White House Easter Egg Roll exists because Congress banned fun,sadness,REAL
WORLD WAR 3 – HILLARY V.S. TRUMP,neutral,FAKE
Donald Trump’s dangerously circular logic,disgust,REAL
White House says Obama will ask Congress to authorize military force against ISIS,fear,REAL
Homeland Security deal: Will Boehner follow McConnell's lead? (+video),neutral,REAL
"The Modern History of ""Rigged"" US Elections",neutral,FAKE
FCC Passes Sweeping Internet Privacy Rules in ‘Big Win for Civil Rights’,neutral,FAKE
Pres. Obama RUTHLESSLY Trolls Trump After His Own Campaign GROUNDS Him From Twitter (VIDEO),neutral,FAKE
Obama to focus on future in State of the Union speech,neutral,REAL
WATCH: Anti-LGBT Attack At Equality House – SHOTS FIRED (TWEETS),anger,FAKE
ISIS launches attack on Kirkuk,fear,REAL
How Hillary Clinton lost young (white) women,sadness,REAL
"Geoengineering Watch Global Alert News, November 5, 2016",neutral,FAKE
What's behind the debate over the Republican debates?,neutral,REAL
Tiny Homes Banned in U.S. at Increasing Rate as Govt Criminalizes Sustainable Living,sadness,FAKE
Reflections on US Political Tragedies,neutral,FAKE
President Obama has had an eventful year. His approval rating hasn't budged.,neutral,REAL
GOP Power Rankings: Kasich gets a boost,neutral,REAL
Study: Swift birds fly non-stop for 10 months every year,neutral,FAKE
How the internet is making even Ukrainian Nazis into Russians...,surprise,FAKE
Goldman Sachs Endorses Hillary Clinton For President,neutral,FAKE
Marco Rubio Short-Circuits During G.O.P. Debate,neutral,REAL
PressTV-‘Clintons worked with US enemies’,neutral,FAKE
Juicing May Be the Answer to Many of Your Chronic Health Problems,neutral,FAKE
"Riots Getting out of Control, They are now shouting ""Kill Trump""",anger,FAKE
What Happens If Trump Refuses To Concede Election - The Onion - America's Finest News Source,neutral,FAKE
Breaking: A Counter Coup To The Clinton Attack is Happening Now… FBI Quietly Releases Documents Via Julian Assange and Wikileaks. | EndingFed News Network,fear,FAKE
Obama reportedly snubs NATO chief as Russia makes new threats against allies,anger,REAL
Alabama begins issuing marriage licenses to gay couples,neutral,REAL
Russian plane crash in Sinai: All 224 on board killed,sadness,REAL
Trump Raises Concern Over Members Of Urban Communities Voting More Than Zero Times - The Onion - America's Finest News Source,neutral,FAKE
Brexit Ruling Just Latest Tactic to Block Will of the People,neutral,FAKE
What do voters see in Trump? His authentic phoniness.,neutral,REAL
Valentin Katasonov: America is in agony and Trump is the doctor,sadness,FAKE
President-elect Donald Trump eyes Ovala Office with plans to erase Barack Obama’s achievements,neutral,FAKE
Trump Presidency Creates Mountains Of Salt From Butthurt Liberals,neutral,FAKE
FOX: Latinos Are Already CRUSHING Trump At The Polls,neutral,FAKE
How Common Core quietly won the war,neutral,REAL
The rest of the field figured out how to make Trump not quite as dominant,neutral,REAL
Trade bill clears Senate hurdle,neutral,REAL
MUFON International tracking multiple triangle UFO reports,fear,FAKE
"Trump makes biggest ad buy to date, hammers Clinton on economy",neutral,REAL
McConnell Promises 9/11 First Responders Will Get Healthcare Bill,neutral,REAL
Shocking Questions About the FBI & the ‘News’ Media,fear,FAKE
"Trump, and what he might say next, is burning up GOPs political capital in Washington",anger,REAL
Non-GMO 'crop circles' showing up in corn fields in Nebraska,neutral,FAKE
Desperate Obama RIPS Comey: 'We Don't Operate On Innuendo' | Daily Wire,fear,FAKE
Robert Durst on HBO’s ‘The Jinx': I ‘killed them all.’,anger,REAL
UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,sadness,FAKE
What liberals could learn from Ted Cruz’s flat tax,neutral,REAL
Hillary leads Trump in dead fetuses and dead people,disgust,FAKE
Markets PANIC Over Trump Victory As FBI Reopens Hillary Email Probe | Harvey Organ,fear,FAKE
Trump swept to victory by fans of poor quality 80s action films,neutral,FAKE
Re: Something lighter: ‘Shiny’ legs optical illusion goes viral,neutral,FAKE
Trump again won’t rule out a third-party run,neutral,REAL
Why do people dislike Hillary Clinton? The story goes far back,disgust,REAL
2016 campaign takes strange twists after Orlando,surprise,REAL
Rand Paul wraps 'filibuster' over Patriot Act and NSA surveillance,neutral,REAL
Scrabble Spells Doom for the Racial Hypothesis of Intelligence,fear,FAKE
"How Yemen Fits Iran Plans for Mideast Rule, Beyond",anger,REAL
"No matter who it is, next president to face economic challenge",neutral,REAL
"A Fifth Clinton Presidency? Hill, No!",surprise,FAKE
The Real Reason the Antidepressant Industry Does Not Want Psychedelics Legalized,neutral,FAKE
Internet Erupts In Mockery After Sarah Palin Posts Something Monumentally Stupid Again (TWEETS),anger,FAKE
News: Democracy Win: Volunteers Across The Country Are Oiling Up The Sidewalks To Help Voters Slide Uncontrollably To Their Polling Place,neutral,FAKE
"Dear America, Let’s Now Unite and Flood Our Nation With Optimism",neutral,FAKE
"With Common Core tests, a lot at stake for first-year principal",neutral,REAL
Political polarization is getting worse. Everywhere.,disgust,REAL
"US economy adds paltry 38,000 jobs in May for weakest growth since 2010",sadness,REAL
Donald Trump attacks force Jeb Bush out of his malaise,fear,REAL
Clinton ekes out win in Iowa against Sanders,neutral,REAL
Hillary Clinton tributes fuel 2016 buzz,neutral,REAL
"If You're Tired of Carving Pumpkins the Old-Fashioned Way, Try It Like This Gal--with a .22 Rifle",neutral,FAKE
Trolls 101 —- How To Identify Trolls And Forum Spies,neutral,FAKE
"Re: What security threat? Huma Abedin doesn’t know how her emails got on her husband’s laptop, either",fear,FAKE
"“MODERATE” INDONESIA: Protest against a Christian governor turns violent as more than 100,000 Muslims demand death for Christian governor who “blasphemed” Islam",anger,FAKE
Facebook Isn’t Just Making Us Less Partisan. It’s Making Us Less Politically Engaged.,neutral,REAL
Polling Site Corruption Enraged New Yorkers [Update] · Guardian Liberty Voice,anger,FAKE
Votes Being Switched In Multiple States To Clinton,neutral,FAKE
WHAT EVERYDAY LIFE IS REALLY LIKE IN CUBA UNDER RAÚL CASTRO,neutral,FAKE
GOP's message to voters should be this: Supreme Court fight is about Obama's abuse of power,anger,REAL
Progressive Hypocrisy On Tolerance BRUTALLY Exposed,disgust,FAKE
Sen. Kirsten Gillibrand Says Supreme Court Decision On Marriage Equality 'Just the Beginning',neutral,REAL
After a terrible week Trump sticks with style over substance in Wisconsin,fear,REAL
7 takeaways from the Republican debate,neutral,REAL
Clinton's super PAC fundraising irks progressives,anger,REAL
Clinton’s Policy On Syria Will Lead To WW3 Says Trump,neutral,FAKE
Rand Paul: I won the debate last night,joy,REAL
"A Pimp Just Revealed Trump Also Raped 12-Year-Old Girl, Threat To Kill Witnesses",fear,FAKE
Rapper Lil Wayne: “My Life Was Saved by a White Man. I Don’t Know What Racism is.”,neutral,FAKE
Evangelical Leader: Trump Campaign Broken from the Inside,neutral,REAL
These political scientists may have just discovered why U.S. politics are a disaster,neutral,REAL
"Jindal won't ""evolve"" on same-sex marriage",neutral,REAL
"New Report Blames Air Pollution For Deaths Of 600,000 Children Every Year",sadness,FAKE
Russia and Iran both propping up Assad. A balancing act?,neutral,REAL
Elizabeth Warren Backs Hillary Clinton,neutral,REAL
Friend from university is an arse now,surprise,FAKE
"Critics on Islam: Time to Face Facts, Mr. President",neutral,REAL
Massive “Hillary For Prison” sign held up at World Series game 5 infuriates liberals,anger,FAKE
"Trump and Brexit Defeat Globalism, for Now Anyway",neutral,FAKE
Clinton ‘appalled’ by effort to recoup veterans’ bonuses,surprise,FAKE
Is Your VACCINATED Child a ‘Haz Mat’?,neutral,FAKE
"Distracted by Election 2016, No One Resisted the Deep State’s Patriot Act 2",neutral,FAKE
Republican women increasingly fear party is alienating female voters,fear,REAL
